type,data-set,entityid,permission,role
RolePrivilege,0,default_data:722,expraunown,newloss_supervisor
RolePrivilege,0,default_data:723,expreopen,newloss_supervisor
RolePrivilege,0,default_data:724,expvalidate,newloss_supervisor
RolePrivilege,0,default_data:725,expview,newloss_supervisor
RolePrivilege,0,default_data:726,lvprint,newloss_supervisor
RolePrivilege,0,default_data:727,manpaycreate,newloss_supervisor
RolePrivilege,0,default_data:728,manpaydelete,newloss_supervisor
RolePrivilege,0,default_data:729,manpayedit,newloss_supervisor
RolePrivilege,0,default_data:730,mttrclose,newloss_supervisor
RolePrivilege,0,default_data:731,mttrcreate,newloss_supervisor
RolePrivilege,0,default_data:732,mttredit,newloss_supervisor
RolePrivilege,0,default_data:733,mttreditclsd,newloss_supervisor
RolePrivilege,0,default_data:734,mttrown,newloss_supervisor
RolePrivilege,0,default_data:735,mttrraown,newloss_supervisor
RolePrivilege,0,default_data:736,mttrraunown,newloss_supervisor
RolePrivilege,0,default_data:737,mttrreopen,newloss_supervisor
RolePrivilege,0,default_data:738,mttrview,newloss_supervisor
RolePrivilege,0,default_data:739,ngtncreate,newloss_supervisor
RolePrivilege,0,default_data:740,ngtnedit,newloss_supervisor
RolePrivilege,0,default_data:741,ngtneditclsd,newloss_supervisor
RolePrivilege,0,default_data:742,ngtnview,newloss_supervisor
RolePrivilege,0,default_data:743,notecreate,newloss_supervisor
RolePrivilege,0,default_data:744,notecreateclsd,newloss_supervisor
RolePrivilege,0,default_data:745,notedelete,newloss_supervisor
RolePrivilege,0,default_data:746,noteedit,newloss_supervisor
RolePrivilege,0,default_data:747,noteeditbody,newloss_supervisor
RolePrivilege,0,default_data:748,noteview,newloss_supervisor
RolePrivilege,0,default_data:749,noteviewconf,newloss_supervisor
RolePrivilege,0,default_data:750,paycreate,newloss_supervisor
RolePrivilege,0,default_data:751,paydelete,newloss_supervisor
RolePrivilege,0,default_data:752,payedit,newloss_supervisor
RolePrivilege,0,default_data:753,payrecode,newloss_supervisor
RolePrivilege,0,default_data:754,paystop,newloss_supervisor
RolePrivilege,0,default_data:755,payvoid,newloss_supervisor
RolePrivilege,0,default_data:756,plcyedit,newloss_supervisor
RolePrivilege,0,default_data:757,plcymakeeditable,newloss_supervisor
RolePrivilege,0,default_data:758,plcyview,newloss_supervisor
RolePrivilege,0,default_data:759,reccreate,newloss_supervisor
RolePrivilege,0,default_data:760,recdelete,newloss_supervisor
RolePrivilege,0,default_data:761,recedit,newloss_supervisor
RolePrivilege,0,default_data:762,recrescreate,newloss_supervisor
RolePrivilege,0,default_data:763,recresdelete,newloss_supervisor
RolePrivilege,0,default_data:764,recresedit,newloss_supervisor
RolePrivilege,0,default_data:765,recvoid,newloss_supervisor
RolePrivilege,0,default_data:766,rescreate,newloss_supervisor
RolePrivilege,0,default_data:767,resdelete,newloss_supervisor
RolePrivilege,0,default_data:768,resedit,newloss_supervisor
RolePrivilege,0,default_data:769,sendemail,newloss_supervisor
RolePrivilege,0,default_data:770,StorageUpdate,newloss_supervisor
RolePrivilege,0,default_data:771,usereditlang,newloss_supervisor
RolePrivilege,0,default_data:772,userviewall,newloss_supervisor
RolePrivilege,0,default_data:773,verifyFNOL,newloss_supervisor
RolePrivilege,0,default_data:774,viewassociations,newloss_supervisor
RolePrivilege,0,default_data:775,viewclaimbasics,newloss_supervisor
RolePrivilege,0,default_data:776,viewclaimevals,newloss_supervisor
RolePrivilege,0,default_data:777,viewclaimhistory,newloss_supervisor
RolePrivilege,0,default_data:778,viewclaimngtns,newloss_supervisor
RolePrivilege,0,default_data:779,viewclaimnotes,newloss_supervisor
RolePrivilege,0,default_data:780,viewclaimparties,newloss_supervisor
RolePrivilege,0,default_data:781,viewclaimsummary,newloss_supervisor
RolePrivilege,0,default_data:782,viewclaimsync,newloss_supervisor
RolePrivilege,0,default_data:783,viewdesktop,newloss_supervisor
RolePrivilege,0,default_data:784,viewdocs,newloss_supervisor
RolePrivilege,0,default_data:785,viewexposures,newloss_supervisor
RolePrivilege,0,default_data:786,viewfinsum,newloss_supervisor
RolePrivilege,0,default_data:787,viewmatters,newloss_supervisor
RolePrivilege,0,default_data:788,viewpolicy,newloss_supervisor
RolePrivilege,0,default_data:789,viewsearch,newloss_supervisor
RolePrivilege,0,default_data:790,viewsensdoc,newloss_supervisor
RolePrivilege,0,default_data:791,viewSensMCMdetails,newloss_supervisor
RolePrivilege,0,default_data:792,viewSensSIUdetails,newloss_supervisor
RolePrivilege,0,default_data:793,viewsnapshot,newloss_supervisor
RolePrivilege,0,default_data:794,viewsubrodetails,newloss_supervisor
RolePrivilege,0,default_data:795,viewteam,newloss_supervisor
RolePrivilege,0,default_data:796,viewvacation,newloss_supervisor
RolePrivilege,0,default_data:797,viewworkplan,newloss_supervisor
RolePrivilege,0,default_data:798,abcreate,pref_vendor_admin
RolePrivilege,0,default_data:799,abcreatepref,pref_vendor_admin
RolePrivilege,0,default_data:800,abdelete,pref_vendor_admin
RolePrivilege,0,default_data:801,abdeletepref,pref_vendor_admin
RolePrivilege,0,default_data:802,abedit,pref_vendor_admin
RolePrivilege,0,default_data:803,abeditpref,pref_vendor_admin
RolePrivilege,0,default_data:804,abview,pref_vendor_admin
RolePrivilege,0,default_data:805,abviewsearch,pref_vendor_admin
RolePrivilege,0,default_data:806,ctccreate,pref_vendor_admin
RolePrivilege,0,default_data:807,ctcedit,pref_vendor_admin
RolePrivilege,0,default_data:808,ctcview,pref_vendor_admin
RolePrivilege,0,default_data:809,reviewcreate,pref_vendor_admin
RolePrivilege,0,default_data:810,reviewdeletecompleted,pref_vendor_admin
RolePrivilege,0,default_data:811,reviewdeleteincomplete,pref_vendor_admin
RolePrivilege,0,default_data:812,reviewedit,pref_vendor_admin
RolePrivilege,0,default_data:813,reviewviewdetail,pref_vendor_admin
RolePrivilege,0,default_data:814,reviewviewlist,pref_vendor_admin
RolePrivilege,0,default_data:815,usereditlang,pref_vendor_admin
RolePrivilege,0,default_data:816,report_manager,reporting_admin
RolePrivilege,0,default_data:817,reporting_admin,reporting_admin
RolePrivilege,0,default_data:818,reporting_view,reporting_admin
RolePrivilege,0,default_data:819,viewadmin,reporting_admin
RolePrivilege,0,default_data:820,ruleadmin,rule_admin
RolePrivilege,0,default_data:821,soapadmin,rule_admin
RolePrivilege,0,default_data:822,usereditlang,rule_admin
RolePrivilege,0,default_data:823,ownsensclaim,sensitive_claims
RolePrivilege,0,default_data:824,ownsensclaimsub,sensitive_claims
RolePrivilege,0,default_data:825,usereditlang,sensitive_claims
RolePrivilege,0,default_data:826,abcreate,superuser
RolePrivilege,0,default_data:827,abcreatepref,superuser
RolePrivilege,0,default_data:828,abdelete,superuser
RolePrivilege,0,default_data:829,abdeletepref,superuser
RolePrivilege,0,default_data:830,abedit,superuser
RolePrivilege,0,default_data:831,abeditpref,superuser
RolePrivilege,0,default_data:832,abview,superuser
RolePrivilege,0,default_data:833,abviewsearch,superuser
RolePrivilege,0,default_data:834,actapproveany,superuser
RolePrivilege,0,default_data:835,actcreate,superuser
RolePrivilege,0,default_data:836,actcreateclsd,superuser
RolePrivilege,0,default_data:837,acteditunowned,superuser
RolePrivilege,0,default_data:838,actmakemand,superuser
RolePrivilege,0,default_data:839,actown,superuser
RolePrivilege,0,default_data:840,actpatcreate,superuser
RolePrivilege,0,default_data:841,actpatdelete,superuser
RolePrivilege,0,default_data:842,actpatedit,superuser
RolePrivilege,0,default_data:843,actpatview,superuser
RolePrivilege,0,default_data:844,actqueuenext,superuser
RolePrivilege,0,default_data:845,actqueuepick,superuser
RolePrivilege,0,default_data:846,actraown,superuser
RolePrivilege,0,default_data:847,actraunown,superuser
RolePrivilege,0,default_data:848,actreviewassign,superuser
RolePrivilege,0,default_data:849,actview,superuser
RolePrivilege,0,default_data:850,actviewallqueues,superuser
RolePrivilege,0,default_data:851,alpmanage,superuser
RolePrivilege,0,default_data:852,alpview,superuser
RolePrivilege,0,default_data:853,archive,superuser
RolePrivilege,0,default_data:854,assocmanage,superuser
RolePrivilege,0,default_data:855,assocview,superuser
RolePrivilege,0,default_data:856,attrmanage,superuser
RolePrivilege,0,default_data:857,attrview,superuser
RolePrivilege,0,default_data:858,bulkinvcreate,superuser
RolePrivilege,0,default_data:859,bulkinvdelete,superuser
RolePrivilege,0,default_data:860,bulkinvedit,superuser
RolePrivilege,0,default_data:861,bulkinvview,superuser
RolePrivilege,0,default_data:862,catmanage,superuser
RolePrivilege,0,default_data:863,catview,superuser
RolePrivilege,0,default_data:864,checktransfer,superuser
RolePrivilege,0,default_data:865,claimclose,superuser
RolePrivilege,0,default_data:866,claimcreate,superuser
RolePrivilege,0,default_data:867,claimedit,superuser
RolePrivilege,0,default_data:868,claimeditclsd,superuser
RolePrivilege,0,default_data:869,claimintegadmin,superuser
RolePrivilege,0,default_data:870,claimown,superuser
RolePrivilege,0,default_data:871,claimprint,superuser
RolePrivilege,0,default_data:872,claimprtsmanage,superuser
RolePrivilege,0,default_data:873,claimprtsmanclsd,superuser
RolePrivilege,0,default_data:874,claimraown,superuser
RolePrivilege,0,default_data:875,claimraunown,superuser
RolePrivilege,0,default_data:876,claimremflag,superuser
RolePrivilege,0,default_data:877,claimreopen,superuser
RolePrivilege,0,default_data:878,claimselectplcy,superuser
RolePrivilege,0,default_data:879,claimslplcyclsd,superuser
RolePrivilege,0,default_data:880,claimusermanage,superuser
RolePrivilege,0,default_data:881,claimusermanclsd,superuser
RolePrivilege,0,default_data:882,claimvalidate,superuser
RolePrivilege,0,default_data:883,claimview,superuser
RolePrivilege,0,default_data:884,claimviewpay,superuser
RolePrivilege,0,default_data:885,claimviewrec,superuser
RolePrivilege,0,default_data:886,claimviewrecres,superuser
RolePrivilege,0,default_data:887,claimviewres,superuser
RolePrivilege,0,default_data:888,clearedpayvoid,superuser
RolePrivilege,0,default_data:889,covverifymanage,superuser
RolePrivilege,0,default_data:890,covverifyview,superuser
RolePrivilege,0,default_data:891,ctccreate,superuser
RolePrivilege,0,default_data:892,ctcedit,superuser
RolePrivilege,0,default_data:893,ctcview,superuser
RolePrivilege,0,default_data:894,delprivnote,superuser
RolePrivilege,0,default_data:895,debugtools,superuser
RolePrivilege,0,default_data:896,delmednote,superuser
RolePrivilege,0,default_data:897,delsensdoc,superuser
RolePrivilege,0,default_data:898,delsensnote,superuser
RolePrivilege,0,default_data:899,doccreate,superuser
RolePrivilege,0,default_data:900,doccreateclsd,superuser
RolePrivilege,0,default_data:901,docdelete,superuser
RolePrivilege,0,default_data:902,docdeleteclsd,superuser
RolePrivilege,0,default_data:903,docedit,superuser
RolePrivilege,0,default_data:904,docmodifyall,superuser
RolePrivilege,0,default_data:905,docview,superuser
RolePrivilege,0,default_data:906,docviewall,superuser
RolePrivilege,0,default_data:907,edbclaimact,superuser
RolePrivilege,0,default_data:908,edbclaimcounts,superuser
RolePrivilege,0,default_data:909,edbcurrfin,superuser
RolePrivilege,0,default_data:910,edbpdfin,superuser
RolePrivilege,0,default_data:911,editmednote,superuser
RolePrivilege,0,default_data:912,editprivnote,superuser
RolePrivilege,0,default_data:913,editsensdoc,superuser
RolePrivilege,0,default_data:914,editsensnote,superuser
RolePrivilege,0,default_data:915,editSensMCMdetails,superuser
RolePrivilege,0,default_data:916,editSensSIUdetails,superuser
RolePrivilege,0,default_data:917,editsubrodetails,superuser
RolePrivilege,0,default_data:918,evalcreate,superuser
RolePrivilege,0,default_data:919,evaledit,superuser
RolePrivilege,0,default_data:920,evaleditclsd,superuser
RolePrivilege,0,default_data:921,evalview,superuser
RolePrivilege,0,default_data:922,eventmessageview,superuser
RolePrivilege,0,default_data:923,expclose,superuser
RolePrivilege,0,default_data:924,expcreate,superuser
RolePrivilege,0,default_data:925,expedit,superuser
RolePrivilege,0,default_data:926,expeditclsd,superuser
RolePrivilege,0,default_data:927,expown,superuser
RolePrivilege,0,default_data:928,expraown,superuser
RolePrivilege,0,default_data:929,expraunown,superuser
RolePrivilege,0,default_data:930,expreopen,superuser
RolePrivilege,0,default_data:931,expvalidate,superuser
RolePrivilege,0,default_data:932,expview,superuser
RolePrivilege,0,default_data:933,groupcreate,superuser
RolePrivilege,0,default_data:934,groupdelete,superuser
RolePrivilege,0,default_data:935,groupedit,superuser
RolePrivilege,0,default_data:936,grouptreeview,superuser
RolePrivilege,0,default_data:937,groupview,superuser
RolePrivilege,0,default_data:938,holidaymanage,superuser
RolePrivilege,0,default_data:939,holidayview,superuser
RolePrivilege,0,default_data:940,ignoreacl,superuser
RolePrivilege,0,default_data:941,integadmin,superuser
RolePrivilege,0,default_data:942,internaltools,superuser
RolePrivilege,0,default_data:943,lvprint,superuser
RolePrivilege,0,default_data:944,manageldfctrs,superuser
RolePrivilege,0,default_data:945,manpaycreate,superuser
RolePrivilege,0,default_data:946,manpaydelete,superuser
RolePrivilege,0,default_data:947,manpayedit,superuser
RolePrivilege,0,default_data:948,mttrclose,superuser
RolePrivilege,0,default_data:949,mttrcreate,superuser
RolePrivilege,0,default_data:950,mttredit,superuser
RolePrivilege,0,default_data:951,mttreditclsd,superuser
RolePrivilege,0,default_data:952,mttrown,superuser
RolePrivilege,0,default_data:953,mttrraown,superuser
RolePrivilege,0,default_data:954,mttrraunown,superuser
RolePrivilege,0,default_data:955,mttrreopen,superuser
RolePrivilege,0,default_data:956,mttrview,superuser
RolePrivilege,0,default_data:957,ngtncreate,superuser
RolePrivilege,0,default_data:958,ngtnedit,superuser
RolePrivilege,0,default_data:959,ngtneditclsd,superuser
RolePrivilege,0,default_data:960,ngtnview,superuser
RolePrivilege,0,default_data:961,notecreate,superuser
RolePrivilege,0,default_data:962,notecreateclsd,superuser
RolePrivilege,0,default_data:963,notedelete,superuser
RolePrivilege,0,default_data:964,noteedit,superuser
RolePrivilege,0,default_data:965,noteeditbody,superuser
RolePrivilege,0,default_data:966,noteview,superuser
RolePrivilege,0,default_data:967,noteviewconf,superuser
RolePrivilege,0,default_data:968,ownsensclaim,superuser
RolePrivilege,0,default_data:969,ownsensclaimsub,superuser
RolePrivilege,0,default_data:970,paycreate,superuser
RolePrivilege,0,default_data:971,paydelete,superuser
RolePrivilege,0,default_data:972,payedit,superuser
RolePrivilege,0,default_data:973,payrecode,superuser
RolePrivilege,0,default_data:974,paystop,superuser
RolePrivilege,0,default_data:975,payvoid,superuser
RolePrivilege,0,default_data:976,plcyedit,superuser
RolePrivilege,0,default_data:977,plcymakeeditable,superuser
RolePrivilege,0,default_data:978,plcyview,superuser
RolePrivilege,0,default_data:979,purge,superuser
RolePrivilege,0,default_data:980,reccreate,superuser
RolePrivilege,0,default_data:981,recdelete,superuser
RolePrivilege,0,default_data:982,recedit,superuser
RolePrivilege,0,default_data:983,recrescreate,superuser
RolePrivilege,0,default_data:984,recresdelete,superuser
RolePrivilege,0,default_data:985,recresedit,superuser
RolePrivilege,0,default_data:986,recvoid,superuser
RolePrivilege,0,default_data:987,regionmanage,superuser
RolePrivilege,0,default_data:988,regionview,superuser
RolePrivilege,0,default_data:989,report_manager,superuser
RolePrivilege,0,default_data:990,report_user,superuser
RolePrivilege,0,default_data:991,reporting_admin,superuser
RolePrivilege,0,default_data:992,reporting_view,superuser
RolePrivilege,0,default_data:993,rescreate,superuser
RolePrivilege,0,default_data:994,resdelete,superuser
RolePrivilege,0,default_data:995,resedit,superuser
RolePrivilege,0,default_data:996,resyncmessage,superuser
RolePrivilege,0,default_data:997,retrymessage,superuser
RolePrivilege,0,default_data:998,reviewcreate,superuser
RolePrivilege,0,default_data:999,reviewdeletecompleted,superuser
RolePrivilege,0,default_data:1000,reviewdeleteincomplete,superuser
RolePrivilege,0,default_data:1001,reviewedit,superuser
RolePrivilege,0,default_data:1002,reviewviewdetail,superuser
RolePrivilege,0,default_data:1003,reviewviewlist,superuser
RolePrivilege,0,default_data:1004,rolemanage,superuser
RolePrivilege,0,default_data:1005,roleview,superuser
RolePrivilege,0,default_data:1006,ruleadmin,superuser
RolePrivilege,0,default_data:1007,scrprmmanage,superuser
RolePrivilege,0,default_data:1008,scrprmview,superuser
RolePrivilege,0,default_data:1009,seczonemanage,superuser
RolePrivilege,0,default_data:1010,sendemail,superuser
RolePrivilege,0,default_data:1011,skipmessage,superuser
RolePrivilege,0,default_data:1012,soapadmin,superuser
RolePrivilege,0,default_data:1013,StorageUpdate,superuser
RolePrivilege,0,default_data:1014,usercreate,superuser
RolePrivilege,0,default_data:1015,userdelete,superuser
RolePrivilege,0,default_data:1016,useredit,superuser
RolePrivilege,0,default_data:1017,usereditattrs,superuser
RolePrivilege,0,default_data:1018,usereditlang,superuser
RolePrivilege,0,default_data:1019,usergrantauth,superuser
RolePrivilege,0,default_data:1020,usergrantroles,superuser
RolePrivilege,0,default_data:1021,userview,superuser
RolePrivilege,0,default_data:1022,userviewall,superuser
RolePrivilege,0,default_data:1023,verifyFNOL,superuser
RolePrivilege,0,default_data:1024,viewactcal,superuser
RolePrivilege,0,default_data:1025,viewadmin,superuser
RolePrivilege,0,default_data:1026,viewassociations,superuser
RolePrivilege,0,default_data:1027,viewclaimbasics,superuser
RolePrivilege,0,default_data:1028,viewclaimevals,superuser
RolePrivilege,0,default_data:1029,viewclaimhistory,superuser
RolePrivilege,0,default_data:1030,viewclaimngtns,superuser
RolePrivilege,0,default_data:1031,viewclaimnotes,superuser
RolePrivilege,0,default_data:1032,viewclaimparties,superuser
RolePrivilege,0,default_data:1033,viewclaimsummary,superuser
RolePrivilege,0,default_data:1034,viewclaimsync,superuser
RolePrivilege,0,default_data:1035,viewdesktop,superuser
RolePrivilege,0,default_data:1036,viewdocs,superuser
RolePrivilege,0,default_data:1037,viewexposures,superuser
RolePrivilege,0,default_data:1038,viewfinsum,superuser
RolePrivilege,0,default_data:1039,viewmatters,superuser
RolePrivilege,0,default_data:1040,viewpolicy,superuser
RolePrivilege,0,default_data:1041,viewmednote,superuser
RolePrivilege,0,default_data:1042,viewprivnote,superuser
RolePrivilege,0,default_data:1043,viewsearch,superuser
RolePrivilege,0,default_data:1044,viewsensdoc,superuser
RolePrivilege,0,default_data:1045,viewsensnote,superuser
RolePrivilege,0,default_data:1046,viewSensMCMdetails,superuser
RolePrivilege,0,default_data:1047,viewSensSIUdetails,superuser
RolePrivilege,0,default_data:1048,viewsnapshot,superuser
RolePrivilege,0,default_data:1049,viewsubrodetails,superuser
RolePrivilege,0,default_data:1050,viewsupcalendar,superuser
RolePrivilege,0,default_data:1051,viewteam,superuser
RolePrivilege,0,default_data:1052,viewvacation,superuser
RolePrivilege,0,default_data:1053,viewworkload,superuser
RolePrivilege,0,default_data:1054,viewworkplan,superuser
RolePrivilege,0,default_data:1055,wcrefmanage,superuser
RolePrivilege,0,default_data:1056,wcrefview,superuser
RolePrivilege,0,default_data:1057,workflowview,superuser
RolePrivilege,0,default_data:1058,workflowmanage,superuser
RolePrivilege,0,default_data:1059,actpatcreate,user_admin
RolePrivilege,0,default_data:1060,actpatdelete,user_admin
RolePrivilege,0,default_data:1061,actpatedit,user_admin
RolePrivilege,0,default_data:1062,actpatview,user_admin
RolePrivilege,0,default_data:1063,actraown,user_admin
RolePrivilege,0,default_data:1064,actraunown,user_admin
RolePrivilege,0,default_data:1065,alpmanage,user_admin
RolePrivilege,0,default_data:1066,alpview,user_admin
RolePrivilege,0,default_data:1067,attrmanage,user_admin
RolePrivilege,0,default_data:1068,attrview,user_admin
RolePrivilege,0,default_data:1069,claimraown,user_admin
RolePrivilege,0,default_data:1070,claimraunown,user_admin
RolePrivilege,0,default_data:1071,clearedpayvoid,user_admin
RolePrivilege,0,default_data:1072,covverifymanage,user_admin
RolePrivilege,0,default_data:1073,covverifyview,user_admin
RolePrivilege,0,default_data:1074,debugtools,user_admin
RolePrivilege,0,default_data:1075,expraown,user_admin
RolePrivilege,0,default_data:1076,expraunown,user_admin
RolePrivilege,0,default_data:1077,groupcreate,user_admin
RolePrivilege,0,default_data:1078,groupdelete,user_admin
RolePrivilege,0,default_data:1079,groupedit,user_admin
RolePrivilege,0,default_data:1080,grouptreeview,user_admin
RolePrivilege,0,default_data:1081,groupview,user_admin
RolePrivilege,0,default_data:1082,holidaymanage,user_admin
RolePrivilege,0,default_data:1083,holidayview,user_admin
RolePrivilege,0,default_data:1084,manageldfctrs,user_admin
RolePrivilege,0,default_data:1085,mttrraown,user_admin
RolePrivilege,0,default_data:1086,mttrraunown,user_admin
RolePrivilege,0,default_data:1087,regionmanage,user_admin
RolePrivilege,0,default_data:1088,regionview,user_admin
RolePrivilege,0,default_data:1089,rolemanage,user_admin
RolePrivilege,0,default_data:1090,roleview,user_admin
RolePrivilege,0,default_data:1091,scrprmmanage,user_admin
RolePrivilege,0,default_data:1092,scrprmview,user_admin
RolePrivilege,0,default_data:1093,seczonemanage,user_admin
RolePrivilege,0,default_data:1094,soapadmin,user_admin
RolePrivilege,0,default_data:1095,usercreate,user_admin
RolePrivilege,0,default_data:1096,userdelete,user_admin
RolePrivilege,0,default_data:1097,useredit,user_admin
RolePrivilege,0,default_data:1098,usereditattrs,user_admin
RolePrivilege,0,default_data:1099,usereditlang,user_admin
RolePrivilege,0,default_data:1100,usergrantauth,user_admin
RolePrivilege,0,default_data:1101,usergrantroles,user_admin
RolePrivilege,0,default_data:1102,userview,user_admin
RolePrivilege,0,default_data:1103,viewadmin,user_admin
RolePrivilege,0,default_data:1104,wcrefmanage,user_admin
RolePrivilege,0,default_data:1105,wcrefview,user_admin
RolePrivilege,0,default_data:1106,abview,viewer
RolePrivilege,0,default_data:1107,abviewsearch,viewer
RolePrivilege,0,default_data:1108,actview,viewer
RolePrivilege,0,default_data:1109,assocview,viewer
RolePrivilege,0,default_data:1110,claimview,viewer
RolePrivilege,0,default_data:1111,claimviewpay,viewer
RolePrivilege,0,default_data:1112,claimviewrec,viewer
RolePrivilege,0,default_data:1113,claimviewrecres,viewer
RolePrivilege,0,default_data:1114,claimviewres,viewer
RolePrivilege,0,default_data:1115,ctcview,viewer
RolePrivilege,0,default_data:1116,docview,viewer
RolePrivilege,0,default_data:1117,evalview,viewer
RolePrivilege,0,default_data:1118,expvalidate,viewer
RolePrivilege,0,default_data:1119,expview,viewer
RolePrivilege,0,default_data:1120,mttrview,viewer
RolePrivilege,0,default_data:1121,ngtnview,viewer
RolePrivilege,0,default_data:1122,reviewviewdetail,viewer
RolePrivilege,0,default_data:1123,reviewviewlist,viewer
RolePrivilege,0,default_data:1124,usereditlang,viewer
RolePrivilege,0,default_data:1125,viewassociations,viewer
RolePrivilege,0,default_data:1126,viewclaimbasics,viewer
RolePrivilege,0,default_data:1127,viewclaimevals,viewer
RolePrivilege,0,default_data:1128,viewclaimngtns,viewer
RolePrivilege,0,default_data:1129,viewclaimnotes,viewer
RolePrivilege,0,default_data:1130,viewclaimparties,viewer
RolePrivilege,0,default_data:1131,viewclaimsummary,viewer
RolePrivilege,0,default_data:1132,viewexposures,viewer
RolePrivilege,0,default_data:1133,viewfinsum,viewer
RolePrivilege,0,default_data:1134,viewmatters,viewer
RolePrivilege,0,default_data:1135,viewsearch,viewer
RolePrivilege,0,default_data:1136,viewsnapshot,viewer
RolePrivilege,0,default_data:1137,viewsubrodetails,viewer
RolePrivilege,0,default_data:1138,exchratemanual ,adjuster
RolePrivilege,0,default_data:1139,exchratemanual ,claims_supervisor
RolePrivilege,0,default_data:1140,exchratemanual ,clerical
RolePrivilege,0,default_data:1141,exchratemanual ,manager
RolePrivilege,0,default_data:1142,exchratemanual ,newloss_supervisor
RolePrivilege,0,default_data:1143,exchratemanual ,superuser
RolePrivilege,0,default_data:1144,reinsuranceedit,adjuster
RolePrivilege,0,default_data:1145,reinsuranceedit,superuser
RolePrivilege,0,default_data:1146,abedit,reinsurance_manager
RolePrivilege,0,default_data:1147,abview,reinsurance_manager
RolePrivilege,0,default_data:1148,abviewsearch,reinsurance_manager
RolePrivilege,0,default_data:1149,actcreate,reinsurance_manager
RolePrivilege,0,default_data:1150,actcreateclsd,reinsurance_manager
RolePrivilege,0,default_data:1151,actown,reinsurance_manager
RolePrivilege,0,default_data:1152,actqueuenext,reinsurance_manager
RolePrivilege,0,default_data:1153,actraown,reinsurance_manager
RolePrivilege,0,default_data:1154,actraunown,reinsurance_manager
RolePrivilege,0,default_data:1155,actview,reinsurance_manager
RolePrivilege,0,default_data:1156,assocmanage,reinsurance_manager
RolePrivilege,0,default_data:1157,assocview,reinsurance_manager
RolePrivilege,0,default_data:1158,claimclose,reinsurance_manager
RolePrivilege,0,default_data:1159,claimedit,reinsurance_manager
RolePrivilege,0,default_data:1160,claimown,reinsurance_manager
RolePrivilege,0,default_data:1161,claimprint,reinsurance_manager
RolePrivilege,0,default_data:1162,claimprtsmanage,reinsurance_manager
RolePrivilege,0,default_data:1163,claimraown,reinsurance_manager
RolePrivilege,0,default_data:1164,claimreopen,reinsurance_manager
RolePrivilege,0,default_data:1165,claimselectplcy,reinsurance_manager
RolePrivilege,0,default_data:1166,claimusermanage,reinsurance_manager
RolePrivilege,0,default_data:1167,claimvalidate,reinsurance_manager
RolePrivilege,0,default_data:1168,claimview,reinsurance_manager
RolePrivilege,0,default_data:1169,claimviewpay,reinsurance_manager
RolePrivilege,0,default_data:1170,claimviewrec,reinsurance_manager
RolePrivilege,0,default_data:1171,claimviewrecres,reinsurance_manager
RolePrivilege,0,default_data:1172,claimviewres,reinsurance_manager
RolePrivilege,0,default_data:1173,ctccreate,reinsurance_manager
RolePrivilege,0,default_data:1174,ctcedit,reinsurance_manager
RolePrivilege,0,default_data:1175,ctcview,reinsurance_manager
RolePrivilege,0,default_data:1176,doccreate,reinsurance_manager
RolePrivilege,0,default_data:1177,doccreateclsd,reinsurance_manager
RolePrivilege,0,default_data:1178,docedit,reinsurance_manager
RolePrivilege,0,default_data:1179,docview,reinsurance_manager
RolePrivilege,0,default_data:1180,evalcreate,reinsurance_manager
RolePrivilege,0,default_data:1181,evaledit,reinsurance_manager
RolePrivilege,0,default_data:1182,evalview,reinsurance_manager
RolePrivilege,0,default_data:1183,expcreate,reinsurance_manager
RolePrivilege,0,default_data:1184,expedit,reinsurance_manager
RolePrivilege,0,default_data:1185,expown,reinsurance_manager
RolePrivilege,0,default_data:1186,expraown,reinsurance_manager
RolePrivilege,0,default_data:1187,expraunown,reinsurance_manager
RolePrivilege,0,default_data:1188,expreopen,reinsurance_manager
RolePrivilege,0,default_data:1189,expvalidate,reinsurance_manager
RolePrivilege,0,default_data:1190,expview,reinsurance_manager
RolePrivilege,0,default_data:1191,lvprint,reinsurance_manager
RolePrivilege,0,default_data:1192,mttrclose,reinsurance_manager
RolePrivilege,0,default_data:1193,mttrcreate,reinsurance_manager
RolePrivilege,0,default_data:1194,mttredit,reinsurance_manager
RolePrivilege,0,default_data:1195,mttrown,reinsurance_manager
RolePrivilege,0,default_data:1196,mttrraown,reinsurance_manager
RolePrivilege,0,default_data:1197,mttrraunown,reinsurance_manager
RolePrivilege,0,default_data:1198,mttrreopen,reinsurance_manager
RolePrivilege,0,default_data:1199,mttrview,reinsurance_manager
RolePrivilege,0,default_data:1200,notecreate,reinsurance_manager
RolePrivilege,0,default_data:1201,notecreateclsd,reinsurance_manager
RolePrivilege,0,default_data:1202,noteedit,reinsurance_manager
RolePrivilege,0,default_data:1203,noteview,reinsurance_manager
RolePrivilege,0,default_data:1204,noteviewconf,reinsurance_manager
RolePrivilege,0,default_data:1205,plcyedit,reinsurance_manager
RolePrivilege,0,default_data:1206,plcymakeeditable,reinsurance_manager
RolePrivilege,0,default_data:1207,plcyview,reinsurance_manager
RolePrivilege,0,default_data:1208,reinsuranceedit,reinsurance_manager
RolePrivilege,0,default_data:1209,sendemail,reinsurance_manager
RolePrivilege,0,default_data:1210,usereditlang,reinsurance_manager
RolePrivilege,0,default_data:1211,userviewall,reinsurance_manager
